Studento vardas   Pavarde              ND1   ND2   ND3   ND4   ND5   ND6   ND7   ND8   ND9  ND10  ND11  ND12  ND13  ND14  ND15   Egzamino rez
Vardas9676        Pavarde9676            6     7     2     8     5     3     4     1     3     9     6    10     8     1    10              9
Vardas9677        Pavarde9677            1     1     5    10     3     5     4     9     3     2     7     5    10     4     5              2
Vardas9678        Pavarde9678            8     3     1     5     4     2     2     1     2     3     6     6     2     2     8              7
Vardas9679        Pavarde9679            9     5     9     5     3     6     1     4     1     4     3     6     2     2     4              9
Vardas9680        Pavarde9680            2     3     2     2     7     1     1     4     5     6     2     1    10     6     7              7
Vardas9681        Pavarde9681            3     4     5     2     4     8     3     5     8     2     8     5     3    10     6              2
Vardas9682        Pavarde9682            1    10    10     4     9     4     5     6     5     3     4     2     1     1     8              8
Vardas9683        Pavarde9683           10     7     9    10     3     9     5     5     8     1     2     6     6     3    10              8
Vardas9684        Pavarde9684            2     8     9     6     4     8     7     8     4     6     4    10     7     7    10              5
Vardas9685        Pavarde9685            7     4     5     9     1     8     1     4     7     5     5     6     6     2     7              2
Vardas9686        Pavarde9686            3     3     1     9     3     1     5     1     4     9    10     9     5     8     8              4
Vardas9687        Pavarde9687            2     6     2    10    10     7     5     9    10     2     7     6     5    10     2              9
Vardas9688        Pavarde9688            6     1     7     4    10     8     9     4     7     4    10     9     9     4     5              1
Vardas9689        Pavarde9689            2     6     4     5     9     2     3     1     2     4     3     3     4     7    10              5
Vardas9690        Pavarde9690            6     2     7     6     8     3     6     4     5     7    10     3     6     2    10              2
Vardas9691        Pavarde9691           10     9     9     5     2     5     6     7     5     1    10     6     8     2     4              1
Vardas9692        Pavarde9692            2     8     1    10     6     8     9     9     4     4     8     7     7     4    10              3
Vardas9693        Pavarde9693            6     8     3     1     6     4     3     2     3     3     4    10     3     9     8              4
Vardas9694        Pavarde9694            1     5     4     8     4     7     9     2     6     5     4     4     6     4    10              1
Vardas9695        Pavarde9695            3     5     1     8     4     5    10     1     2    10     5     2     2     4     2              9
Vardas9696        Pavarde9696            9     3     2     5     9     8     6     2     3     1     6     7     6     6     7              5
Vardas9697        Pavarde9697            2     9     4     3     6     2     1     1     9     3     7     8     5     5     9              3
Vardas9698        Pavarde9698            8     2     8     2     1    10    10     8     9     8     4     9     8     2     3              1
Vardas9699        Pavarde9699            3     6    10     8     7     2     2     3     8    10     9     9     3    10     1              1
Vardas9700        Pavarde9700            2     1    10    10     7     9     3     9     3     5     1     7     7     6     8              8
Vardas9701        Pavarde9701            4     3     3     6     5     1     2     2     1     3     1    10     1     1     2              4
Vardas9702        Pavarde9702           10     8     2    10     4     8     7     2     6     2     6     5     1    10     8              2
Vardas9703        Pavarde9703           10     2     7     7     3    10     7     8     9    10     1    10     3    10     5              8
Vardas9704        Pavarde9704            4     3     1     1     9     2     5     4     1     2     1     8    10    10     4              7
Vardas9705        Pavarde9705            6     8     5     8     4     8     3     2     9     3     6     6    10     1     4              2
Vardas9706        Pavarde9706            2     4     5     8     8     1     8     8     6     5     8     8     9     6     1              1
Vardas9707        Pavarde9707            1     9    10     3     4     9     7     7     3     4     7     9     4     8    10              8
Vardas9708        Pavarde9708            6     9     7     5     5     3     9     1     7     8     6     1     3     3     3              6
Vardas9709        Pavarde9709            6     4     1     7     4     7    10     6     2     3     2     6     2     2     1              8
Vardas9710        Pavarde9710            9     9     7     1     9     4     3     5     1     5     3     2    10     3     4              3
Vardas9711        Pavarde9711            5     1     7     3     5     9     8     2     9    10     3     2     1     7     9              7
Vardas9712        Pavarde9712            5     7     1     8     1     4    10     3     1     3     5     6     5     7    10              8
Vardas9713        Pavarde9713            2     3     7     5     1     8     9     9     8     1     7     4     9     5     9              6
Vardas9714        Pavarde9714           10     7     8     5     4     6     6     6     4     4     7     8     1     8     4              7
Vardas9715        Pavarde9715            2     2     4     2     3     6     5     6     3     1     6    10     5     6     9              1
Vardas9716        Pavarde9716           10     4     2    10     6     6     3     5    10     5     5     1     4     2     3              4
Vardas9717        Pavarde9717            6     7     5     6    10     2     1     3     3     2     2     3    10     6     1              8
Vardas9718        Pavarde9718            6    10     9     3     8     4     8     1     5     2     9     9     7     5     2              6
Vardas9719        Pavarde9719            6     8     5     6     6    10     8     1     3     8     5    10     6     7    10              2
Vardas9720        Pavarde9720            7     5     8     4     7     8     2     9     3     5     2    10     3     6     6              4
Vardas9721        Pavarde9721            5     9     2     2     5    10     9     8    10     3     4     2     8     7     7              8
Vardas9722        Pavarde9722           10     5     7     8     5     2     5    10     4     2    10     9     4     3     2              7
Vardas9723        Pavarde9723           10     4    10     1    10    10     7     9     7     3     4     2     3     3     5              2
Vardas9724        Pavarde9724            9     4     8     3     6    10     7     2     8     9     6     2     5     7     7              2
Vardas9725        Pavarde9725            7     7     8     8     8     4    10     5     4     6     7     4     7     5     9              1
Vardas9726        Pavarde9726            8    10     6     7     3     4     7     6     4     5     8     8     3     2     6              9
Vardas9727        Pavarde9727            1     1     2     2     2     4     2     5     1     1     3     5     5     5    10             10
Vardas9728        Pavarde9728            6     9     7    10     9     2     9     2     5     9     8     6     4     1     8             10
Vardas9729        Pavarde9729            5     9    10     6    10     4     9     2     3    10     6     9     3     3     3              8
Vardas9730        Pavarde9730            2     6     4     7     1    10     9     2     4     3     1     3     4     2     1              4
Vardas9731        Pavarde9731            7     9     9     6     1     1     9    10     5     2     7     9     6     5     5              8
Vardas9732        Pavarde9732            4     5     5     5     5    10     5     9     3    10     3     4     6     1     1              1
Vardas9733        Pavarde9733            5     4     9     3    10     3     7    10     7     4     1     9     3     7     7              4
Vardas9734        Pavarde9734            5     6     4     7     7     3     2     4     9     6    10     3     9     6     8              8
Vardas9735        Pavarde9735            4     6     5     9     1     9     2     8     2    10     4     2     6     3     3              6
Vardas9736        Pavarde9736            4     9     6    10     1     1     9     3     1     5     7     5     2    10     7              2
Vardas9737        Pavarde9737            9     5     1     8     7    10     7     7     5    10     4     7    10     7     7              9
Vardas9738        Pavarde9738            5     4     1     6     5     8     2    10     7     7     5     4     1     3     9              2
Vardas9739        Pavarde9739            9     3     3     7     2     8     4     7     2     8     1     5     1     4     3              3
Vardas9740        Pavarde9740            1     5     3     9     7    10     9     8     5    10     5     9     8     8     6              1
Vardas9741        Pavarde9741            5     2    10     7     1     9     7    10     8     8     5     3    10    10    10              9
Vardas9742        Pavarde9742            3     4     9     6     5     5     8     5    10     6     8     6     9     2     2              5
Vardas9743        Pavarde9743            1     9    10     5     1     3     9     6     4     1     3     3    10     6     1              2
Vardas9744        Pavarde9744            7    10     8     3     1    10     8     8     3     6     9    10     9     1     1              7
Vardas9745        Pavarde9745            1    10     9     2     8     6     4    10     6     6     8     8     9     1     7              7
Vardas9746        Pavarde9746           10     6     6     7     7     6     6     5     8     6     9     4     6     5     8              7
Vardas9747        Pavarde9747            2     4    10    10     2     9     4     2     5     5     8     8     2     5     1              3
Vardas9748        Pavarde9748            7     8     3     5    10     7     5    10    10     9     1     4     6     2     8              1
Vardas9749        Pavarde9749            9     8     1     7     4     8     4     2    10     9     9     7     2     4    10              3
Vardas9750        Pavarde9750            6     9     3     6     3     2     8     7     6     6     8     9     3     4    10              8
Vardas9751        Pavarde9751            2     6     6     8     5     9     8     9     9     8     4    10     3     1     3              6
Vardas9752        Pavarde9752            9     7     2     7     5     3    10     2     8     3     6     5     4     3     5              7
Vardas9753        Pavarde9753            8     2     2     5     6    10     3     5     6     2     1     8     4     9     9              4
Vardas9754        Pavarde9754            3    10     1     3     2    10     8     8     9    10     7     7     3     5     2              5
Vardas9755        Pavarde9755            8     6     4     3    10     5     1     1     6     1     8     7     2     4     1              2
Vardas9756        Pavarde9756            3    10     5     1     4     7     3     2    10     1     7     9    10     7     8              5
Vardas9757        Pavarde9757            4     8     2     3     3     8    10     8    10     9    10     5     1     7     1              1
Vardas9758        Pavarde9758           10    10    10     1     8     8     4     1     5     8     7     6     3     5     8              1
Vardas9759        Pavarde9759            7     5     2     4     7     1     3     1     5     9     7     7     5     6     3              4
Vardas9760        Pavarde9760            7     8     8    10     1     1     5     3     1     6     6     9     3     7     9              7
Vardas9761        Pavarde9761            2     4    10     9     3     2     8     3     7     7     3     9     5     9     4              8
Vardas9762        Pavarde9762           10     3     6     7    10     3     6     7     1     3     6     3     1     7     4              2
Vardas9763        Pavarde9763            3     9     6     6     8     1    10    10    10    10     7    10    10     2    10              8
Vardas9764        Pavarde9764            7     1    10     3     2     2     8    10     3     6     7     5     4     5     2              8
Vardas9765        Pavarde9765            5     9     6    10     9     3     9     1     8     9     6    10     7     9     5              7
Vardas9766        Pavarde9766            9     1     6     1     9     1     1     9    10     3     1     8     4     9     6              8
Vardas9767        Pavarde9767            6    10    10     3     8    10     7     1     9     2     4     5     9     8    10              9
Vardas9768        Pavarde9768            3     9     9     8     7     3     1     3     2     9     3     7     7     7     4              5
Vardas9769        Pavarde9769            7     8     6     9     7    10     3     7     3     3     3    10     8     9     9              5
Vardas9770        Pavarde9770            3     9     5     1     5    10     7     4     9     5     5     6     6     6     6             10
Vardas9771        Pavarde9771            3     7     4     3     8     9     7     3     4     4     7     2     2     3     7              3
Vardas9772        Pavarde9772           10     6     2     2     2    10     3     9     1     5     9     6     6     4     7              4
Vardas9773        Pavarde9773            4     7     2     8     1     7     3     7     4     1     4     3     4     8     8              9
Vardas9774        Pavarde9774            7     9     5     2    10     9     2    10     7     4     2     8     5    10     2              7
Vardas9775        Pavarde9775            7    10     3     1     8     4     2     5     7     9     3     7     5     3     4              6
Vardas9776        Pavarde9776           10     6     3     9     9     7     8     8     3     2     6     5     8     9     6              4
Vardas9777        Pavarde9777            8     7    10     1     9     4     2     5    10     9     3     7     9     7     4              7
Vardas9778        Pavarde9778            7     6     7     7     4     3     1     9     7     7     4    10     6     1     1              7
Vardas9779        Pavarde9779            8     8     1     4     2     8     1     4     8     1     8     5     9     2    10              5
Vardas9780        Pavarde9780            9     9     6     1     1     9    10    10     2    10     7     6     1     6     5             10
Vardas9781        Pavarde9781            8    10     2     4     9     2     8     8    10     4     4     8     2     2     8              9
Vardas9782        Pavarde9782            9    10     7     2    10    10     9     2     7     1    10    10    10     2     4             10
Vardas9783        Pavarde9783            2    10     6     7     3     4     3     8     4     2     8     7     6     2     5              3
Vardas9784        Pavarde9784            6     7     5     2     3     2     8     5     2     8     7    10     8     5     2             10
Vardas9785        Pavarde9785            3     6     3     6     1     2     5     8     3     1     6     1     6     5     4              1
Vardas9786        Pavarde9786            7    10     9     1     7     8     6     2     4     1     2     7     7    10     7              5
Vardas9787        Pavarde9787            6     6     7     5     2     6     6     4     1     5     2     9     1     3     6              7
Vardas9788        Pavarde9788            8     7     8    10     7    10     7     5     6     2     7     8     2     3     3             10
Vardas9789        Pavarde9789            9     3     6     4     6     6     4     3    10     2     7     6     5     5     4              2
Vardas9790        Pavarde9790            9     3     2     9     7     7     5     9    10     6     1     6     9    10     8              3
Vardas9791        Pavarde9791            9     6     5     7     1     6     2     8    10     3     5     7     4     9     7              1
Vardas9792        Pavarde9792            3     6     1     3     8     7     9     6     7     4     3     6     7     1     2              8
Vardas9793        Pavarde9793            3     3     5    10     2     4    10     7     2     8     7     8     5     9     2              1
Vardas9794        Pavarde9794            9     8     7    10     9     7     1     3     6     8     4     7     9     6    10              4
Vardas9795        Pavarde9795            3     9     2     4     2    10     8    10     6     6     7     2     1     9     6              5
Vardas9796        Pavarde9796           10     8     7     8     6     1     2     3     1     1     6     2     9     1     7              9
Vardas9797        Pavarde9797            6    10     4     9     1     7     7     4     8     8     7     2     5     7     6              7
Vardas9798        Pavarde9798            2     2     2     1     6     4     6     7     6     9     6     8     6     6     6              4
Vardas9799        Pavarde9799            8     6     1     8     8     1     2     5     5     2     2     9     2     7     2              9
Vardas9800        Pavarde9800            7     2     6     1     9     2     9     8    10     6    10     8     9     7     3              4
Vardas9801        Pavarde9801            2     7     8     2    10     8     6    10     8    10     4     6     4     2     2              4
Vardas9802        Pavarde9802            5     4     9     3     6     9     2     3     6    10     6     6     4     2     8              4
Vardas9803        Pavarde9803            9     3     8     1     9     2     6     4     7     8     9     2     3     6     6              2
Vardas9804        Pavarde9804            2    10     3    10     6     9     9     3     9     3     7     3     3     4     8              3
Vardas9805        Pavarde9805            7     2     9     5    10     5     9    10     3     8     8     6     2     6     9              6
Vardas9806        Pavarde9806            4     2     7     3     5     2     1    10     2     3     5    10     2     3     4              5
Vardas9807        Pavarde9807            5     4     9     2    10     9    10     1     7     1     3     7     2     5     6              9
Vardas9808        Pavarde9808            2     8     9     4     6     4     6     5     1     3     4     8     5    10     7              1
Vardas9809        Pavarde9809            5     9     2     6     9     2     6     8     9    10    10     1     1     5     4              6
Vardas9810        Pavarde9810            1     7     7     8     8     7    10     1     2     9     4     6     2     6     3              5
Vardas9811        Pavarde9811            2     6     6     2     2     1     8     6     5     9     2     3     6     6     4              8
Vardas9812        Pavarde9812            6     5     6     8     5     6     4     9     8     4    10     1     1     3     4              9
Vardas9813        Pavarde9813            3     1    10     8    10    10     4     1    10     7     1     3    10     4     5              4
Vardas9814        Pavarde9814            7     4     9     7     1     9     8     6    10     9     3     4     8     9     2              2
Vardas9815        Pavarde9815            6     8     7     1     7     5     4     4     9    10     2     1     5     1    10              9
Vardas9816        Pavarde9816            5     4    10     8     1     4    10     3     6     8     1     7     9     5     7              7
Vardas9817        Pavarde9817            8     1     9     5     9     6     8     4     5    10     5     2    10     6     6              9
Vardas9818        Pavarde9818            2     3     1     1    10     7     9     7     5     5     4     9    10     5     9              7
Vardas9819        Pavarde9819            4     2     4     3     5     5     3     6     5     3     4     9     4     2    10              3
Vardas9820        Pavarde9820           10     1     9     3     7     8     8     8     6    10     7     1     9     6     2              7
Vardas9821        Pavarde9821            2     7     9     5    10     8     4     7     5     7     6     4     9     5     8              8
Vardas9822        Pavarde9822            7     2     6     8     1     5     8     5     9     7     6     2     8     6     6              1
Vardas9823        Pavarde9823            5     6     2     7     5     1     9     4     7     5     9     8     1    10     8              1
Vardas9824        Pavarde9824            6     4    10     1     6    10     5     1     7     1     5     8    10     2     3              3
Vardas9825        Pavarde9825            6     6     7     2     9    10    10     2     8     9    10     5     1     7     7              9
Vardas9826        Pavarde9826            1     8     3    10    10     5     3     3     2    10     9     7     6     8     8             10
Vardas9827        Pavarde9827            3     7     7     4    10     9     7     2     9    10     9     2     6    10     1              5
Vardas9828        Pavarde9828            4     8     2     8    10     7     6    10     7    10     6     5     2     4    10              6
Vardas9829        Pavarde9829            5     5     6     8     6     9     5     9     4     9     2     3     5     5    10              2
Vardas9830        Pavarde9830            6     9     2     4     1     8     2     9     9     1    10     6     5     6     6              6
Vardas9831        Pavarde9831            7    10     3     6     8     6    10     5     2    10     8     5     7    10     1              4
Vardas9832        Pavarde9832           10     8     9     2     5     1     5     5     2     5     6     5     4     9     6              9
Vardas9833        Pavarde9833            3    10    10     7     9     1    10     7     4     1     5     3    10     2     4              2
Vardas9834        Pavarde9834            4     7     3     2     3     9     7     5     5     4    10     4     5     9     6              6
Vardas9835        Pavarde9835            1     1     3     2     9     9     4     8    10     4     5     4     8     3     6              8
Vardas9836        Pavarde9836            7     8     6     9     4     9    10     4     7     4     4     6     3     3     9              2
Vardas9837        Pavarde9837            4     1     1     2     3     3     7     7     7     1     3     1     6     4     9              1
Vardas9838        Pavarde9838            2     8     5     5     8     8     8     6     6     9     7    10     6     6     8              3
Vardas9839        Pavarde9839            5    10     6     4     8     6     9     1     6     3     3    10     3    10     7              1
Vardas9840        Pavarde9840            5     6     2     7     8     6     3    10     2     9     4     9     9     6     2              6
Vardas9841        Pavarde9841           10     2     6     7     2     8     8     7     5     7     3     8     3     5     7              4
Vardas9842        Pavarde9842            5    10     1     8     9    10     1     9     3    10     9     2     5     9     3              3
Vardas9843        Pavarde9843            2     8     2     4     1    10     4     2     9     1     4     9     1     5     3              8
Vardas9844        Pavarde9844           10     7     1     3     1     5     4     4     6     5     2     6     2     5     3              8
Vardas9845        Pavarde9845            2     2     5     5    10     6     5     2     5    10     5     3     4     8     1              2
Vardas9846        Pavarde9846            9     1     9     5     3     5     5     6     5     6     8     6     9     8     4              4
Vardas9847        Pavarde9847            5     1     8     1     7     3     9     8     5     4     2     1     8     8     4              6
Vardas9848        Pavarde9848            3    10     5     5     9     1     3     2     8     7     9     6     1     8     8              2
Vardas9849        Pavarde9849            7     6     7     8     4     3     8     5     7     7     9    10     8    10     1              8
Vardas9850        Pavarde9850            8    10     9     2     2     5     8     1     4    10     3     3    10     3     5              1
Vardas9851        Pavarde9851            2     4     8    10     3     9     2     6     2     7     6     8     7    10     1              2
Vardas9852        Pavarde9852            1     5     6     9     3     3    10     9     4     7    10     7     3     6     5              8
Vardas9853        Pavarde9853            3     4     1     4     5     2     1     2     5     2     7     1     5     1     3              5
Vardas9854        Pavarde9854            8     5     2     2     8     5    10     1     2     3     5    10     2     5    10              1
Vardas9855        Pavarde9855            9     2     8     5     4     6     5     2     9     1     9     6     8     3    10              5
Vardas9856        Pavarde9856           10     5     1     2     8    10     6     5     6     7     6     3     8     2     6              2
Vardas9857        Pavarde9857            5     1     2     3     1    10     5     9     4     4     3     5     3     9     9             10
Vardas9858        Pavarde9858            6     5     7     4     1     6     4     3     9     5     7     1     4     5    10              2
Vardas9859        Pavarde9859            5     4     9     4     3    10     2     7     2     2     3     5     7     1     5             10
Vardas9860        Pavarde9860            1     8     7     3     4     2     2     6    10     6    10     4     4     8     1              9
Vardas9861        Pavarde9861            6     3     7     9     3     5    10     9     9     4     1     6     7     9     7              2
Vardas9862        Pavarde9862            9     7     5     6     2     8     3     1     8     8     7     8     9     3     4              2
Vardas9863        Pavarde9863            5     5     2     2     9     1     7     5     7     8     2     2     4     4     5              6
Vardas9864        Pavarde9864           10     6     1     8    10     9     8     7     8     5     1     8     3     8     1             10
Vardas9865        Pavarde9865           10    10     7     4     9     1     8     8     4     8     6     2     4    10     5              7
Vardas9866        Pavarde9866            8     1     5    10     2     7     1     3     6     5     7     8     7    10    10              6
Vardas9867        Pavarde9867            7    10     8     6     7     8     7     8     6     8     3     1     3     4     9              1
Vardas9868        Pavarde9868            5    10     1     6     2    10     4     1     4     8     4     7     2     5     8              7
Vardas9869        Pavarde9869            1     8     5     5     1     7     4    10     3     2     4     1     4     3     2              5
Vardas9870        Pavarde9870            3     3    10     5     3     3     1     6     9     4     8     9     1     6     6              7
Vardas9871        Pavarde9871            3    10     9     2     7     9     2     9     1     9     4     6     6     3     6             10
Vardas9872        Pavarde9872            8     1     3     9    10     7     1     9     4     8     7     2    10     4     3              1
Vardas9873        Pavarde9873            6     1     7    10     7     6     5     5     5    10     8     9     9     3     1              1
Vardas9874        Pavarde9874            6     4     7     7     4    10     3     4     8     2    10     8     1     9     1              9
Vardas9875        Pavarde9875           10     3     3     2     1     3     9     7     4     7     2    10     8     2     5              9
Vardas9876        Pavarde9876            1     7     8     1     3     7     8     7     7     1     1     1     8     3     6              5
Vardas9877        Pavarde9877            5     3     7    10     9     3     5     9     1     9     2    10     6     5     2              7
Vardas9878        Pavarde9878            4     8     8     3     8    10     3     5     1     6     4     2     9     6     2              8
Vardas9879        Pavarde9879            5     1     6     9     2     8     1    10    10    10     4     8     7     1     1              4
Vardas9880        Pavarde9880            6     4     2     3     8     3     7     9    10     1     2     6     2     8     9              1
Vardas9881        Pavarde9881            6     3     6     1     3     1     8     6     8     4     2     5     2     6     3             10
Vardas9882        Pavarde9882            3     1     9     6     1     4     3     5    10     8     1     1    10    10     9              7
Vardas9883        Pavarde9883           10     1     7     2     3     4     4     6     7     7     6     4     4     7     7             10
Vardas9884        Pavarde9884           10    10     2     8     5     3     8     9     5    10     2     6    10     4     4              1
Vardas9885        Pavarde9885            3     3     1     1    10     7     1     5     9     9    10     6     9     4     9              7
Vardas9886        Pavarde9886            8     3     7     9     1     6     5     8     9    10     1     1     9     8     2              3
Vardas9887        Pavarde9887            7     6     9     3     6     9     8    10     2     5     4     2     1     7     9              4
Vardas9888        Pavarde9888            3     5     6     9     2     7     2    10    10     2     4     4     7    10     9              3
Vardas9889        Pavarde9889            8     7     4     2    10     6     9     6     3     1     4     2     3    10     8              6
Vardas9890        Pavarde9890            6     8     7     1     3     8     3     4     4     5     4     1     3     6     8              6
Vardas9891        Pavarde9891            1     2    10     2     1     1     1     5     4     2     9     5    10     7     2             10
Vardas9892        Pavarde9892            7     1     2     4     6     4     7     7     2     5     9     6     5     2     8              6
Vardas9893        Pavarde9893            7     8     9     8     3     6    10     8     9     1     4    10     1    10     9              7
Vardas9894        Pavarde9894            1    10     1     3     1     1    10     8     3     2     3     8     9     6     4              6
Vardas9895        Pavarde9895            9     1     5     2     3     8     4     1     7     6     4    10     8     1     6              3
Vardas9896        Pavarde9896            9     6     6     1     6     6     8     2    10     6     5     9     9    10    10              7
Vardas9897        Pavarde9897            3     5     3     3     8     9    10     2     7     9     1     6     6     8     7              7
Vardas9898        Pavarde9898            7     2     8     4     5    10     8     5     1     3     6     9     4     6    10             10
Vardas9899        Pavarde9899            7    10     2     2    10     1     6     2     3     4     7     9     4     9     3              1
Vardas9900        Pavarde9900            8     7     8     8     2     1    10    10     4     5    10     6     4     1     7              8
Vardas9901        Pavarde9901            2     2     4     8     6     8    10    10    10     7     1     4     6     9     2              4
Vardas9902        Pavarde9902            5     6    10     2     7     3    10     1     2    10     7     5     3     3     4              1
Vardas9903        Pavarde9903            5     2     7     2     9     4     8     2     5     5     6     7     3    10     4              8
Vardas9904        Pavarde9904           10     9     4    10     8     1     7     3    10     2     1     3    10     3    10              4
Vardas9905        Pavarde9905            9    10     1     9     3     2     9     6     2     4     7     5     3     6     8              6
Vardas9906        Pavarde9906            4     9     3     7     5     8    10     4     6     4     6     1     4    10     7              5
Vardas9907        Pavarde9907            4     3     7     6     9     2     4     9     5     3     7     4     3     5     6              1
Vardas9908        Pavarde9908            8     6     3     8     9     2     9     7     1     4     9     6     7     4     9              4
Vardas9909        Pavarde9909            6     2     5     9     4     3     9     6     9     8     7     3     6     5     4              5
Vardas9910        Pavarde9910            4    10     2     2     3     2     8     1     8     5     1     8     4     3     6              4
Vardas9911        Pavarde9911            7     5     5     1     4     9     8     1     5    10     8     2     4     4     9              3
Vardas9912        Pavarde9912            2     5     9     4     8    10     5     6     2     2    10     7     2     4     8             10
Vardas9913        Pavarde9913            7    10    10     1     3     1     6     7     8     3     9     6     8     6     6              1
Vardas9914        Pavarde9914            9     5     6     1    10     2     3     7     3     9     4     8     7     1     7              5
Vardas9915        Pavarde9915            6     5     2     4     4     7     5     6     9     1     5     6    10     4     4              2
Vardas9916        Pavarde9916            8     2     5     8     5     8     6     2     3     4     5     7     5     7     5              6
Vardas9917        Pavarde9917           10     4    10     7     6     9     5    10    10     7     4     8     3    10     5             10
Vardas9918        Pavarde9918            6     6     3     1     8     8    10     6     7     2     8     5     1     2    10              9
Vardas9919        Pavarde9919            1     7    10     9     4    10     9     1     9     5     4     9     4     2     9              4
Vardas9920        Pavarde9920            7     5     4     7     8    10     4     7     4     9     6     9     8     7     2             10
Vardas9921        Pavarde9921            3    10     2     3     7     6     5     6     1    10     3     9     7     4     4              5
Vardas9922        Pavarde9922            7     6     3     5     6     3    10     8     1    10     9     4     1     8     6              6
Vardas9923        Pavarde9923            7     6     9     2     3    10     5     3     5    10     6     7     9     2     6              5
Vardas9924        Pavarde9924            6     5     8    10     9     5     5    10     2     3     9     7     5     3     1              9
Vardas9925        Pavarde9925            8     5     5     9     8     4    10     3     7     4     3     3     9     8     2              9
Vardas9926        Pavarde9926            3     1     9     7     9     7     9     8     4     1     4     4     8     2     2              4
Vardas9927        Pavarde9927            3     5     3     2     7     5     3    10     2     2     2    10     5     2     4              7
Vardas9928        Pavarde9928            4     1     9     1    10     4     6     1     5    10     7     6     8     4     1             10
Vardas9929        Pavarde9929            4     6     7     4     7     5     7     1     5     6     4     9     8     4     8              4
Vardas9930        Pavarde9930            3     1     8     3     1     6     3    10     6     8     8     9     4     1     6              2
Vardas9931        Pavarde9931            3     2     9    10     2     6     4     1     2    10     4     9     1     1     2              8
Vardas9932        Pavarde9932            4     7     9     1     3     3     2     4     4     5     1     2     5     6     4              9
Vardas9933        Pavarde9933            7     3     6     7     7    10     6     3     4     8     6     9     6     5     7              4
Vardas9934        Pavarde9934            8     2     4     8    10     9     4     3     3     2     7     1     5     8     6              1
Vardas9935        Pavarde9935            5     5     4     6     7     5     7    10     8     1     8     1     2     3     1              5
Vardas9936        Pavarde9936            3     3     3    10     6     6     5     4     4     1     7     3     7     9     3              5
Vardas9937        Pavarde9937           10     7     5     2     2     8     9     3     6     3     9     6     1     8     6              2
Vardas9938        Pavarde9938            1     4     1     7     2     3     9     4     1     5     5     7     2     1     3              1
Vardas9939        Pavarde9939            6     5     4     4     9     6     7     7     9     3     9     7     8     4     8              2
Vardas9940        Pavarde9940           10     8     2     4     8     2     5     6     9     2     5     1     8    10     4              2
Vardas9941        Pavarde9941            9    10     8     4     8     3     7    10     9     5     2     1     4     5     3             10
Vardas9942        Pavarde9942            9     3     6     2     2     5     5     7     5     7     9     6     8     2     2              8
Vardas9943        Pavarde9943            3     5     4     1     4     6     9     9     3     4     4    10     5     6    10              3
Vardas9944        Pavarde9944            9     5     8     5     6     9     5     8     3    10     3     2     3     5     5             10
Vardas9945        Pavarde9945            8     8     5     6    10     3     3     6     4    10     2     4     8    10     6              5
Vardas9946        Pavarde9946            5     2     4     1     7    10     8     8     4     3     5    10     1     1     5              5
Vardas9947        Pavarde9947            2     7     2     2    10     6    10     5     8     1     3     9     9     9     6              7
Vardas9948        Pavarde9948            5     4     6     3     2     7     2     3     7     5     7     4     7     9     2              3
Vardas9949        Pavarde9949            3     7    10    10     3     3     5     5     2     6     3     1     9    10     2              6
Vardas9950        Pavarde9950            9     3     9     5     9     1     9     6     2     9     9     5     8     9     8              9
Vardas9951        Pavarde9951            1     7     4     5     2    10     8     1     8     3    10     3     3     5     6              9
Vardas9952        Pavarde9952            8     6     7     2     9    10    10     5    10     3     9     6     2     1     7              9
Vardas9953        Pavarde9953            4     5     3    10     9    10     1     5     1     1    10     7     9     6     7              9
Vardas9954        Pavarde9954            1     1     7     2     1     9     2     4     6    10     7     2     1     7    10             10
Vardas9955        Pavarde9955            5     2     7     2    10     1     2     3     4     6     4    10     2     7     1              3
Vardas9956        Pavarde9956            4     9     3     3     9     2     3     4    10     2     4     2     2     5    10              6
Vardas9957        Pavarde9957            9     8    10     2     5     8     6     8     4     9     8     8     9     4    10              4
Vardas9958        Pavarde9958            2     9     1     7     2     6     1    10    10     7     1     4     2     3     2              8
Vardas9959        Pavarde9959            5     1     6     2     1     6     3     2     3     8    10     3     4     5     9              6
Vardas9960        Pavarde9960            6     9     6     8     6     9    10     4     3     7    10     9     4     5     6              9
Vardas9961        Pavarde9961            9     5     6     5     4     7     7     2     5     7     9     4     9     8     8              8
Vardas9962        Pavarde9962            2     9    10     3     2     7    10    10     4     2     3     5     5     2     8              2
Vardas9963        Pavarde9963            1     4     8    10     2     3     9     3     2     6     6     4     4     4     2              2
Vardas9964        Pavarde9964            5     3    10     9     7     4     5     5     4    10     9     9     9     4     1              6
Vardas9965        Pavarde9965            4    10     4     8     1    10     2    10    10     7     9     9     8     3     7              9
Vardas9966        Pavarde9966            4     5     4     3     3     2     7     1     2     3     4     7     8    10    10              1
Vardas9967        Pavarde9967            7     3     6     4     8     8     8     4     7     1    10     9     5    10     7              9
Vardas9968        Pavarde9968            3     2    10     1     1     3    10     1     6     3     6     2     1     5    10              6
Vardas9969        Pavarde9969            1     3     6    10     3     4     5     8     4     8     4     1     9    10     5              7
Vardas9970        Pavarde9970            5     1     3     6     6     3    10     8    10     7    10     1     5     7     7              5
Vardas9971        Pavarde9971            4     3     5     6     8     7     1     3     8     7     7     1     1     1     9             10
