Studento vardas   Pavarde              ND1   ND2   ND3   ND4   ND5   ND6   ND7   ND8   ND9  ND10  ND11  ND12  ND13  ND14  ND15   Egzamino rez
Vardas926         Pavarde926             8     3     4     4    10     5     8     6    10     1     2     4     5     8     3              4
Vardas927         Pavarde927             7     5     1     3     3    10     7     8     1    10    10     8     9     7     7              4
Vardas928         Pavarde928             2     4    10     2     3     5     6     1     8     8     9    10     3     5    10              1
Vardas929         Pavarde929             9     1     8     5     3     4     4     3    10     3     2     9     7     7    10              9
Vardas930         Pavarde930             1     9     2     2     7     7     7     8     9     7     3     7     6     1     4              9
Vardas931         Pavarde931            10     7     2     4     5     6     4     8     5     3     6     9     6     9     5              6
Vardas932         Pavarde932            10     2     7     3     5     7     9     9     7     2     9     7     8     6     4              7
Vardas933         Pavarde933            10     6     1     9     9    10     1     6     4    10     3     2     6     5     2              5
Vardas934         Pavarde934             2    10     1     9     1     7     7     7     5     4     9     8     6     3     6              6
Vardas935         Pavarde935             7     9     2     3     3     8     5     8     1     1     7     7     7     1     3             10
Vardas936         Pavarde936             7     5     8     6     7     5     7    10    10    10     5     5     8     6     8              2
Vardas937         Pavarde937             9     4     2     1     2     7     5     3     7     8     2     6     2     4     9              9
Vardas938         Pavarde938             6     3    10     5     3     7     5     7     3     6     2     1     8     1     5             10
Vardas939         Pavarde939             9     2     7     9     6     1     2     8     1     2     7     4     4     7     6              2
Vardas940         Pavarde940            10     7     6     4     4     6     7     7     8     1     6     4    10     4     6             10
Vardas941         Pavarde941             4     3     9     8     9     7    10     2     9     8     9     1     8     7     4             10
Vardas942         Pavarde942             7     1     1     9     4     8    10     7    10     3     2     6     3     5     9              4
Vardas943         Pavarde943             9     5     4     2    10     8     1     3     8    10    10     5     1     7     8             10
Vardas944         Pavarde944             8     9     9     4     7     1     9     4     8     6     8     4     3     4     4              5
Vardas945         Pavarde945             6     8     3     2     4    10     4     4     9     8     4     1     1     9    10              7
Vardas946         Pavarde946             1     5    10    10     4     5     6     4     2     8    10     8     1     8     9              2
Vardas947         Pavarde947             9     6     1     8     3     1     7     4     2     6     5     4    10     1     5              7
Vardas948         Pavarde948             5     1    10     1    10    10     5     6     8     9     1     5     8     3     2              9
Vardas949         Pavarde949             3     9     1     7     4     9     6     2     8     8     6     8     5    10     7              7
Vardas950         Pavarde950             6     1     2     8     5     8     4    10     5     1     5    10     5     8     2             10
Vardas951         Pavarde951             7     5    10    10     2     4    10     3    10     7     5     5     5     4    10             10
Vardas952         Pavarde952             5     1    10     3    10     3     4     3     8     5     4     8     2    10    10             10
Vardas953         Pavarde953             6    10     3     5     7     3     9    10     4    10     4    10     6     3     9              9
Vardas954         Pavarde954             5     2     4     1     5     2     1     3     3     3    10     4     7     7     6              1
Vardas955         Pavarde955            10     3     3     7     4     1     9     4     1     9    10     3     7     7    10              7
Vardas956         Pavarde956             2     6     9     7     3     8     7     5     7     6     6     3     4     7     8              4
Vardas957         Pavarde957             1     2     7    10     6     4     3     3    10     7     9     5     1     2     7              4
Vardas958         Pavarde958             5     1     8     4     9     5     7     2     7     7     5     2     7     5     9             10
Vardas959         Pavarde959             7     1     2     3     3     9     5    10     9    10     6     3     8    10     9              9
Vardas960         Pavarde960             7     1     3     1     7     8     4    10     3     6     3     8     4    10     1              8
Vardas961         Pavarde961             2    10     2     8     7     2    10    10     2     2     9     6     1     9     6              2
Vardas962         Pavarde962             1     8    10     9     4     5     6    10    10     5    10     1     8     2     2              9
Vardas963         Pavarde963            10     3     5     6     1     7     4    10     4     1     2     3     4     8     2              4
Vardas964         Pavarde964             5     2     4     1     7     2     5     6     5     2     4     8    10     2     5             10
Vardas965         Pavarde965             5    10     8     8     2    10     3     9     4     1     4     3     6     3     6              1
Vardas966         Pavarde966             7     1     7     5     5     9    10     7     8     5     8     7     9    10     2              8
Vardas967         Pavarde967             1     5     7     9     3     1    10    10     1     7     3     5     6     8     1              8
Vardas968         Pavarde968             6     3     5     6     4     9     1     3    10     5     7    10     3     4     7              9
Vardas969         Pavarde969            10     9     2     6     2     8     1    10     3     1     2     1     6     5     9             10
Vardas970         Pavarde970             1     1     4     3     8     2     2     3     8     2     5     1     4     8     7              6
Vardas971         Pavarde971             3     2     8     1     7     2     6     3     2     4     5     8     7     6     4              6
Vardas972         Pavarde972             6     1     7     1    10     7     3     8    10     2    10     4     9    10     1              5
Vardas973         Pavarde973             5     6     3     7     4     9     8     8     2     5     6     5     2     9     7              5
Vardas974         Pavarde974            10     2     1     9     9     7     7     1     7     4     6     8     3     8     7             10
Vardas975         Pavarde975             7     5     8     6     8     8     6     7     9     2     6     1     7     2     4              3
Vardas976         Pavarde976             6     5     5     4     1    10     3     1     1    10     2     5     1     4     3              2
Vardas977         Pavarde977             3     7     1     2     9    10     6     5     5     9     3     7     5     1     7              9
Vardas978         Pavarde978             4     6    10     7     3     5     5     3     8     6    10     5    10     8     1              4
Vardas979         Pavarde979             4     4     2    10     5     7     6     8     4    10     5    10     5     8     8              6
Vardas980         Pavarde980             3     5     7     6     8     5     7    10     2     2     2     6     2     7     3              4
Vardas981         Pavarde981             8     8     6     5     7     5     4     7     8     9     1     7     3     4     4              3
Vardas982         Pavarde982             4     1     2     2     8     9     1     8     2     7     9     5     3     1     6              2
Vardas983         Pavarde983             5     9     7     2     5     9     8     1     1     3     5     8     8     5     9             10
Vardas984         Pavarde984             3     9     1     7     8     4     8     6     2     7     4     5     8     1     3              7
Vardas985         Pavarde985             7     7     3    10     4     4     7     4     8     9     3     6     8     3     7              3
Vardas986         Pavarde986             1     1     4     1     9     2     5     9     2    10     1     9     8     6     8              7
Vardas987         Pavarde987             5     7     7     3     5     2     8     3    10     9     8     3    10     6     3              2
Vardas988         Pavarde988             7     4     8     9     1     4     6     6     3     9     2     4     1     3     1              9
Vardas989         Pavarde989             1     3     5     9     4     2     3     2     8     4     8     6     1     2     2              9
Vardas990         Pavarde990             5    10     9     4    10     4     3     6     4     4     1     2    10     3     1              7
Vardas991         Pavarde991             1    10     3     1    10     4     8    10     6     6     6     1     5     2     2              3
Vardas992         Pavarde992             3     7     8     8     3     8     4     8     7     1    10     1     8     4    10              7
Vardas993         Pavarde993             6     9     8     7     6     4     7     5     5     1     2     1     9     3     7              8
Vardas994         Pavarde994            10     3     4     1     9     2     9     1     7     4     5     6     7     5    10              3
Vardas995         Pavarde995             1     7     5     4     1     6     7     2     9     3    10     5     5     5     4              5
Vardas996         Pavarde996             7    10     6     4     5     2     7     1     7     1    10     1     9     5    10              7
Vardas997         Pavarde997             6     5     2     7     9     4     7     2     8     2     7     1     4     5     9              8
Vardas998         Pavarde998             1     8     4     3     2     2     1     5     3     9     9     1     5    10     6              2
Vardas999         Pavarde999             3     7     5     5     2     2     1     4     4     7     3     4     3     5     2              9
Vardas1000        Pavarde1000            9     4     6     9    10    10     1     8     2     7     6     9    10     3     6              8
